entry_z,exit_z,drift_limit,adverse_z_stop,max_hold_bars,require_turn,total_profit_units,num_trades,win_rate,avg_profit_units,max_drawdown_units,short_trade_profit,long_trade_profit,robust_score
2.6,0.4,None,0.5,180,False,3104.610950000005,101,0.594059405940594,30.73872227722777,1023.2062174999992,2389.9978674999984,714.6130825000064,2337.2062868750054
1.8,0.4,None,1.1,None,True,3234.5971100000042,138,0.6811594202898551,23.439109492753655,1203.6054950000016,3051.3958824999963,183.20122750000792,2331.892988750003
2.6,0.5,None,0.8,180,True,2653.1093249999967,56,0.7321428571428571,47.3769522321428,442.14611500000046,1069.2407299999995,1583.8685949999972,2321.499738749996
2.6,0.3,None,0.5,None,False,3314.8229125000034,98,0.6020408163265306,33.82472359693881,1327.029202499999,2248.360064999999,1066.4628475000045,2319.551010625004
1.8,0.4,None,0.8,120,True,3102.171632499998,179,0.5586592178770949,17.3305677793296,1058.7185050000026,3082.9042674999946,19.267365000003338,2308.132753749996
1.8,0.4,None,0.8,180,True,3026.0213249999997,167,0.6107784431137725,18.119888173652694,960.9593075000003,2810.5422149999968,215.47911000000295,2305.3018443749997
2.2,0.5,None,0.5,None,True,3296.996170000004,125,0.6,26.37596936000003,1323.1444175000015,2501.6526575000007,795.3435125000033,2304.637856875003
1.8,0.3,None,0.8,None,True,3130.660969999999,156,0.6025641025641025,20.068339551282044,1107.366752500002,3135.558549999996,-4.897579999997106,2300.1359056249976
1.8,0.6,None,0.8,None,True,3250.327612500001,169,0.6331360946745562,19.232707766272195,1274.7001825000034,2826.5274325,423.8001800000011,2294.302475624999
1.8,0.6,None,1.1,180,True,3083.6898825000035,152,0.6973684210526315,20.287433437500024,1086.5291300000044,2741.6489,342.04098250000334,2268.793035
2.2,0.3,None,1.1,None,False,3278.1873149999983,119,0.6722689075630253,27.547792563025197,1347.6074825000014,3069.010662499997,209.17665250000118,2267.4817031249972
2.0,0.3,None,0.8,180,False,3001.704302499991,175,0.5942857142857143,17.152596014285663,986.8644750000012,3176.9801249999937,-175.2758225000025,2261.5559462499905
2.0,0.5,None,0.5,180,False,3071.233215000001,234,0.48717948717948717,13.124928269230773,1086.0103725000017,3333.879474999998,-262.6462599999968,2256.7254356249996
2.0,0.6,None,None,180,True,3005.603289999999,115,0.7043478260869566,26.135680782608688,1000.9446700000035,2722.584750000001,283.0185399999982,2254.8947874999967
2.2,0.3,None,0.8,None,False,3253.720347499996,133,0.6240601503759399,24.464062763157866,1343.1239625000026,3073.1403699999946,180.5799775000014,2246.377375624994
2.2,0.3,None,None,None,False,3245.7943625,102,0.7254901960784313,31.821513357843134,1340.8112050000018,3059.7246849999983,186.0696775000015,2240.1859587499985
2.0,0.4,None,0.5,180,False,2930.305025000007,228,0.4692982456140351,12.852215021929855,929.8769075000018,3034.048032499998,-103.74300749999111,2232.8973443750056
2.2,0.4,None,0.8,180,True,3014.783700000001,110,0.6363636363636364,27.407124545454554,1046.4674750000004,2366.1400074999992,648.6436925000016,2229.933093750001
2.6,0.3,None,1.1,None,False,3227.1068300000015,75,0.76,43.02809106666669,1329.5991699999995,2266.7694974999986,960.337332500003,2229.907452500002
2.6,0.3,None,None,None,False,3228.3619800000015,71,0.7746478873239436,45.46988704225354,1334.7843524999998,2266.6460424999987,961.7159375000028,2227.2737156250014
2.6,0.4,None,1.1,180,True,2607.3724249999977,55,0.7454545454545455,47.406771363636324,518.02884,1047.2487524999979,1560.1236724999999,2218.8507949999976
2.6,0.3,None,0.8,None,False,3205.9607874999992,85,0.6823529411764706,37.71718573529411,1330.4057475,2240.4135524999983,965.5472350000009,2208.1564768749995
2.2,0.4,None,1.1,180,True,2907.1169850000024,100,0.7,29.071169850000025,934.0620900000004,2320.3663175,586.7506675000022,2206.570417500002
1.8,0.4,None,1.1,120,True,3046.1859800000047,159,0.610062893081761,19.158402389937137,1125.4284075000023,3124.4598149999965,-78.27383499999178,2202.1146743750032
1.8,0.4,None,0.5,120,True,2901.7893425000066,211,0.46919431279620855,13.752556125592449,944.3460075000021,2679.6923774999977,222.09696500000882,2193.529836875005
2.0,0.5,None,None,80,True,2893.7780274999986,141,0.5886524822695035,20.523248421985805,945.6176375000023,2845.726889999998,48.05113750000055,2184.564799374997
2.6,0.4,None,0.5,None,True,2735.7118899999978,62,0.6612903225806451,44.12438532258061,743.8521150000006,1028.8495474999972,1706.8623425000005,2177.8228037499975
1.8,0.3,None,None,None,True,3083.998302500004,114,0.6929824561403509,27.052616688596526,1214.714530000001,3156.811567499998,-72.81326499999432,2172.962405000003
2.2,0.4,None,None,180,False,2922.518902500001,112,0.7142857142857143,26.093918772321437,1000.158765000002,2540.944887499999,381.57401500000196,2172.3998287499994
1.8,0.6,None,0.8,180,True,2965.547814999999,173,0.630057803468208,17.141894884393057,1065.0972549999979,2670.2332874999993,295.3145274999997,2166.7248737500004
2.0,0.5,1.0,None,180,True,2968.593497499999,93,0.7096774193548387,31.920360188172033,1069.280232500003,2229.783017500001,738.8104799999983,2166.633323124997
2.0,0.5,None,None,120,True,2960.5231675000023,124,0.6774193548387096,23.87518683467744,1065.9181075000006,3074.329817500001,-113.80664999999863,2161.084586875002
2.6,0.4,None,None,180,True,2554.975352499998,51,0.7843137254901961,50.097555931372504,529.9629924999999,975.9565949999978,1579.0187575,2157.503108124998
2.2,0.3,None,None,None,True,3022.2589074999996,85,0.7058823529411765,35.55598714705882,1158.1526575000016,2736.3663174999983,285.8925900000013,2153.6444143749986
